"","Checking or savings account","Credit card or prepaid card","Credit reporting, credit repair services, or other personal consumer reports","Debt collection","Money transfer, virtual currency, or money service","Mortgage","Payday loan, title loan, or personal loan","Student loan","Vehicle loan or lease"
"wrack",0,1,0,0,0,2,1,0,0
"wrangle",1,0,0,0,0,1,0,2,0
"wrangling",0,0,0,0,0,1,0,0,0
"wrap",6,3,6,6,6,21,1,1,1
"wrapped",2,0,0,0,0,3,0,0,0
"wrapping",0,1,0,2,0,0,0,0,0
"wrath",0,0,0,2,0,0,1,1,0
"wreak",2,2,6,4,1,3,0,0,0
"wreaks",0,0,2,0,0,0,0,0,0
"wreath",4,0,0,0,0,0,0,0,0
"wreck",6,5,36,10,0,10,3,5,25
"wrecked",0,1,3,2,0,0,0,0,2
"wreckeless",0,0,1,0,0,0,0,0,0
"wreckening",0,1,0,0,0,0,0,0,0
"wrecker",0,0,13,0,0,0,2,0,0
"wreckless",0,0,2,0,0,0,0,0,0
"wree",0,1,0,0,0,0,0,0,0
"wrench",1,1,3,1,0,2,0,0,1
"wrenching",0,0,0,0,0,1,0,0,0
"wrestle",0,0,3,1,0,0,1,3,0
"wretched",1,0,0,1,0,1,0,1,0
"wrg",0,0,0,2,0,0,0,0,0
"wright",1,0,1,3,0,2,0,0,0
"wriiten",0,0,1,0,0,0,0,0,0
"wriitng",0,0,0,0,0,1,0,0,0
"wring",1,1,5,1,0,0,0,0,0
"wringer",1,0,3,0,0,0,0,0,0
"wrinkle",2,2,0,0,1,0,0,0,0
"wrist",1,1,8,2,0,3,0,1,0
"wristband",0,1,0,0,0,0,0,0,0
"writ",3,1,15,98,1,2,0,0,2
"write",1203,2102,11207,4599,315,2421,244,307,467
"writen",0,0,2,2,0,2,0,0,0
"writeoff",0,0,7,0,0,0,0,0,1
"writer",11,17,22,14,2,8,0,2,2
"writers",2,0,0,0,0,0,0,0,0
"writes",0,1,2,2,0,0,0,0,0
"writhe",0,0,1,2,0,0,0,0,0
"writiing",0,0,0,0,0,0,1,0,0
"writin",0,0,0,2,0,0,0,0,0
"writing",29,78,323,310,13,128,10,17,30
"writingn",0,0,0,0,0,0,0,0,1
"writitng",0,0,0,1,0,0,0,0,0
"writted",0,0,0,1,0,0,0,0,0
"writtend",0,0,0,2,0,0,0,0,0
"writtenoff",0,0,0,1,0,0,0,0,0
"writter",0,0,0,1,0,0,0,0,0
"writting",2,2,9,11,0,6,3,2,1
"writtining",0,0,2,0,0,0,0,0,0
"writtten",0,0,1,0,0,0,0,0,0
"wrk",0,0,0,0,0,1,0,0,0
"wrnt",0,0,0,0,0,0,0,1,0
"wro",0,1,0,0,0,0,0,0,0
"wrondoing",0,0,0,0,0,0,0,0,1
"wronf",0,0,1,0,0,0,0,0,0
"wrong",646,1116,4123,1500,299,975,148,207,272
"wrongdoer",0,0,9,2,0,0,1,0,0
"wrongdoing",19,12,30,15,4,35,8,4,0
"wronged",1,0,2,0,1,0,0,0,0
"wrongeful",0,0,0,1,0,0,0,0,0
"wrongful",15,14,100,58,4,60,5,1,9
"wrongfulforeclosure",0,0,0,0,0,1,0,0,0
"wrongfull",0,0,1,0,0,0,0,0,0
"wrongfully",36,52,1614,67,19,52,4,9,9
"wrongheaded",0,1,0,0,0,0,0,0,0
"wrongi",0,1,0,0,0,0,0,0,0
"wrongit",0,0,0,0,0,0,0,0,1
"wrongly",19,46,73,20,9,32,3,8,8
"wront",0,0,1,0,0,1,0,0,0
"wroting",0,0,0,1,0,0,0,0,0
"wrotten",0,0,0,1,0,0,0,0,0
"wrought",0,0,2,0,0,1,0,0,0
"wrritten",0,0,2,0,0,0,0,0,0
"wrt",1,0,0,0,0,0,0,0,0
"wry",0,0,0,1,0,0,0,0,0
"wsa",0,0,2,0,0,1,1,0,0
"wsfs",8,4,7,2,0,6,0,0,0
"wshington",0,1,0,0,0,0,0,0,0
"wsited",0,0,0,1,0,0,0,0,0
"wsj",0,0,0,0,0,2,0,1,0
"wss",0,1,1,0,0,0,0,0,0
"wswear",0,0,0,0,0,0,0,0,1
"wtfso",1,0,0,0,0,0,0,0,0
"wth",2,1,3,3,1,3,0,0,0
"wthdrawn",0,0,1,0,0,0,0,0,0
"wthe",1,0,0,0,0,0,0,0,0
"wthin",0,1,0,0,0,0,0,0,0
"wthout",0,0,0,0,1,0,0,0,0
"wtih",0,0,4,0,0,0,1,0,0
"wtihout",0,0,0,0,0,1,0,0,0
"wuhan",0,0,3,0,0,0,0,0,0
"wuld",0,0,3,0,1,0,0,0,0
"wuth",0,0,0,0,0,0,1,0,0
"wuthin",1,0,0,0,0,0,0,0,0
"wven",1,0,0,0,0,0,0,0,0
"wwait",1,0,0,0,0,0,0,0,0
"wwas",0,0,0,1,0,0,0,0,0
"wwe",0,0,0,0,0,0,1,0,0
"wwere",1,0,0,0,0,0,0,0,0
"wwhich",1,0,0,0,0,0,0,0,0
"wwr",0,0,0,1,0,0,0,0,0
"www",53,156,1172,106,40,96,32,15,18
"wxpired",0,0,1,0,0,0,0,0,0
"wxxxx",0,0,3,0,0,1,0,0,0
"wyndam",0,4,0,0,0,0,0,0,0
"wyndham",0,40,0,16,0,14,0,0,0
"wyndhams",0,0,0,1,0,0,0,0,0
"wyoming",0,0,28,12,0,1,2,1,0
"wysiwyg",0,0,1,0,0,0,0,0,0
"xapo",2,0,0,0,0,0,0,0,0
"xbox",0,1,0,0,0,0,0,0,0
"xbt",0,0,0,0,1,0,0,0,0
"xcept",0,0,3,1,0,0,0,0,0
"xcetera",0,0,1,0,0,0,0,0,0
"xdebt",0,0,0,0,0,1,0,0,0
"xdispute",0,0,0,0,0,1,0,0,0
"xecuted",0,0,1,0,0,0,0,0,0
"xenophobia",0,1,0,0,0,0,0,0,0
"xenophobic",1,0,0,0,0,0,0,0,0
"xerox",0,2,0,0,0,0,0,0,0
"xfer",2,0,0,0,12,0,0,0,0
"xfered",0,0,0,1,0,0,0,0,0
"xfers",0,1,0,0,0,0,0,0,0
"xfinity",0,0,1,0,0,0,0,0,0
"xharge",1,0,0,0,0,0,0,0,0
"xhtml",0,1,0,0,0,0,0,0,0
"xhusband",0,0,1,0,0,0,0,0,0
"xii",0,1,0,0,0,1,0,0,0
"xiii",0,1,0,0,0,0,0,0,2
"xiv",2,1,0,0,0,1,0,0,0
"xlm",0,0,0,0,2,0,0,0,0
"xmas",0,0,0,1,0,0,0,0,0
"xml",0,0,0,0,0,1,0,0,0
"xmoney",0,0,3,0,0,0,0,0,0
"xmr",0,0,0,0,2,0,0,0,0
"xms",0,0,0,0,0,1,0,0,0
"xomplant",0,0,2,0,0,0,0,0,0
"xoom",0,1,0,0,97,0,0,0,0
"xooms",0,0,0,0,2,0,0,0,0
"xother",0,0,0,0,0,1,0,0,0
"xpect",0,1,0,0,0,0,0,0,0
"xpn",0,0,3,0,0,0,0,0,0
"xpress",0,0,0,0,0,0,0,1,0
"xray",0,1,0,0,0,0,0,0,0
"xrays",0,0,1,2,0,0,0,0,0
"xrefit",0,0,1,0,0,0,0,0,0
"xrp",0,0,0,0,8,0,0,0,0
"xswear",0,0,0,0,0,0,0,0,2
"xtra",0,0,0,0,0,2,0,0,0
"xtz",0,0,0,0,1,0,0,0,0
"xvi",0,0,0,0,0,1,0,0,0
"xweek",0,0,0,1,0,0,0,0,0
"xwife",0,0,2,0,0,0,0,0,0
"xxandroidxx",0,0,0,0,1,0,0,0,0
"xxii",1,0,0,0,0,0,0,0,0
"xxiphonexx",0,0,0,0,1,0,0,0,0
"xxnor",0,0,0,0,0,1,0,0,0
"xxx",5,13,55,13,2,29,0,3,0
"xxxhe",0,0,0,0,0,1,0,0,0
"xxxmy",0,0,0,0,0,1,0,0,0
"xxxt",0,0,0,0,0,1,0,0,0
"xxxto",0,0,0,1,0,0,0,0,0
"xxxviii",3,0,0,0,0,0,0,0,0
"xxxx",2,7,539,4,0,2,2,3,0
"xxxxa",3,0,3,1,0,3,0,0,0
"xxxxaa",0,0,0,0,0,0,1,0,0
"xxxxaadvantage",0,1,0,0,0,0,0,0,0
"xxxxaag",0,0,0,0,0,1,0,0,0
"xxxxaargon",0,0,0,1,0,0,0,0,0
"xxxxabd",0,0,0,1,0,0,0,0,0
"xxxxabor",0,0,0,0,0,1,0,0,0
"xxxxabout",0,0,1,2,0,3,0,1,0
"xxxxacc",0,0,1,0,0,0,0,0,0
"xxxxaccelerated",0,0,0,1,0,0,0,0,0
"xxxxaccont",0,0,0,1,0,0,0,0,0
"xxxxaccording",0,0,2,0,0,0,0,0,0
"xxxxaccount",0,0,66,3,0,1,0,1,0
"xxxxaccountsrelatedtothiscomplaint",0,0,1,0,0,0,0,0,0
"xxxxacct",1,0,12,0,0,1,0,0,0
"xxxxace",0,0,1,0,0,0,0,0,0
"xxxxacima",0,0,0,1,0,0,0,0,0
"xxxxackage",0,0,0,1,0,0,0,0,0
"xxxxactual",0,0,27,0,0,0,0,0,0
"xxxxactually",0,0,0,0,0,0,0,0,1
"xxxxaddress",0,0,3,6,1,0,0,0,0
"xxxxadmitted",1,0,0,0,0,0,0,0,0
"xxxxadvertised",0,1,0,0,0,0,0,0,0
"xxxxadvised",0,0,0,0,0,1,0,0,1
"xxxxafter",1,0,6,2,0,0,0,0,0
"xxxxagain",1,1,1,2,0,1,0,0,0
"xxxxagent",0,0,0,1,0,0,0,0,0
"xxxxair",0,0,2,0,0,0,0,0,0
"xxxxal",0,0,1,1,0,0,0,0,0
"xxxxall",2,0,3,2,0,0,0,0,0
"xxxxalleged",0,0,1,0,0,0,0,0,0
"xxxxallegedly",0,0,0,0,0,1,0,0,0
"xxxxallied",0,0,0,1,0,0,0,0,0
"xxxxally",0,0,1,0,0,0,0,0,0
"xxxxalong",0,0,0,0,0,1,0,0,0
"xxxxalready",0,0,0,1,0,0,0,0,0
"xxxxalso",1,0,2,0,0,0,1,0,0
"xxxxam",0,1,0,0,0,0,0,0,0
"xxxxamaha",0,0,0,0,0,0,0,0,1
"xxxxamerican",1,0,0,1,0,0,0,0,0
"xxxxamerisave",0,0,0,0,0,1,0,0,0
"xxxxamount",0,0,18,2,0,0,0,0,0
"xxxxan",0,0,0,0,0,1,0,0,0
"xxxxanager",0,0,0,0,0,2,0,0,0
"xxxxand",12,31,139,40,6,37,4,12,10
"xxxxandhad",0,1,0,0,0,0,0,0,0
"xxxxandrecentlywassentaletterstatingthattheycannotoffermealoanmodification",0,0,0,0,0,1,0,0,0
"xxxxandxxxx",0,0,1,0,0,0,0,0,0
"xxxxang",0,0,1,0,0,0,0,0,0
"xxxxanks",0,0,1,0,0,0,0,0,0
"xxxxannounced",0,0,0,0,0,1,0,0,0
"xxxxannual",0,1,0,0,0,1,0,0,0
"xxxxannually",0,0,0,0,0,1,0,0,0
"xxxxanother",2,0,0,0,0,0,0,0,0
"xxxxany",1,0,2,0,0,0,0,0,0
"xxxxapartment",0,0,15,0,0,0,0,0,0
"xxxxapital",0,1,0,1,0,0,0,0,0
"xxxxapp",0,0,1,0,0,0,0,0,0
"xxxxappearances",0,1,0,0,0,0,0,0,0
"xxxxappeared",0,0,0,0,1,0,0,0,0
"xxxxapprox",0,0,0,0,0,1,0,0,0
"xxxxare",1,0,2,0,0,0,0,0,0
"xxxxarm",0,0,0,0,0,1,0,0,0
"xxxxarnest",0,0,0,0,0,1,0,0,0
"xxxxaround",0,1,0,0,0,0,0,0,0
"xxxxarrington",0,0,0,0,0,2,0,0,0
"xxxxas",0,0,12,2,0,2,1,1,1
"xxxxasaloyalcitiaadvantageplatinumcardholderformanyyears",0,1,0,0,0,0,0,0,0
"xxxxasked",0,0,1,0,0,0,0,0,0
"xxxxat",0,2,3,3,1,4,1,4,0
"xxxxattached",0,0,0,1,0,0,0,0,0
"xxxxattatched",0,1,0,0,0,0,0,0,0
"xxxxattempted",0,0,1,0,0,0,0,0,0
"xxxxattention",0,0,0,1,0,0,0,0,0
"xxxxattorney",0,0,0,0,0,1,0,0,0
"xxxxaud",0,1,0,0,0,0,0,0,0
"xxxxauto",0,0,4,0,0,0,0,0,0
"xxxxautomotive",0,0,3,0,0,0,0,0,0
"xxxxavalry",0,0,0,1,0,0,0,0,0
"xxxxax",0,0,0,0,0,0,0,0,1
"xxxxaxxxx",0,0,0,1,0,0,0,0,0
"xxxxay",0,0,2,0,0,0,0,0,0
"xxxxaz",0,0,3,0,0,0,0,0,0
"xxxxb",0,0,0,1,0,0,0,1,0
"xxxxback",1,0,0,0,0,0,0,0,0
"xxxxbalance",0,2,67,0,0,1,0,0,3
"xxxxbalanceloan",0,0,1,0,0,0,0,0,0
"xxxxbank",2,1,9,0,0,1,0,0,0
"xxxxbankruptcy",0,0,9,1,0,0,0,0,0
"xxxxbankruptcydischarged",0,0,2,0,0,0,0,0,0
"xxxxbankruptcydischargexxxx",0,0,1,0,0,0,0,0,0
"xxxxbarclays",0,0,1,0,0,0,0,0,0
"xxxxbased",1,0,0,0,2,0,0,0,0
"xxxxbasic",0,0,0,0,0,1,0,0,0
"xxxxbayview",0,0,0,1,0,1,0,0,0
"xxxxbecause",2,2,3,1,0,2,0,0,0
"xxxxbefore",0,0,1,0,0,0,0,0,0
"xxxxbeginning",1,0,0,2,0,1,0,0,0
"xxxxbehind",0,0,0,0,0,1,0,0,0
"xxxxbestbuy",0,1,0,0,0,0,0,0,0
"xxxxbilled",0,0,0,0,0,0,0,1,0
"xxxxbldgingsmembers",0,0,1,0,0,0,0,0,0
"xxxxborrower",0,0,1,0,0,0,0,0,0
"xxxxborrowers",0,0,1,0,0,0,0,0,0
"xxxxboth",0,0,2,0,0,1,0,0,0
"xxxxbranch",1,0,0,0,0,0,0,0,0
"xxxxbreach",0,0,2,0,0,0,0,0,0
"xxxxbureaus",0,0,1,0,0,0,0,0,0
"xxxxbusiness",1,0,4,0,0,0,0,0,0
"xxxxbut",5,6,3,1,2,7,0,2,1
"xxxxby",0,1,4,1,0,1,1,0,0
"xxxxc",1,0,1,0,0,0,0,0,0
"xxxxca",0,0,0,3,0,0,0,0,0
"xxxxcad",0,0,0,0,2,0,0,0,0
"xxxxcalled",0,0,2,1,1,0,0,0,1
"xxxxcan",0,0,0,0,0,2,0,0,0
"xxxxcapio",0,0,0,1,0,0,0,0,0
"xxxxcapital",0,2,0,2,0,0,0,0,0
"xxxxcapitalone",0,0,1,0,0,0,0,0,0
"xxxxcar",0,0,0,0,0,0,0,0,1
"xxxxcard",1,0,0,0,0,0,0,0,0
"xxxxcardxxxx",11,0,0,0,0,0,0,0,0
"xxxxcardxxxxxxxx",1,0,0,0,0,0,0,0,0
"xxxxcars",0,0,0,0,0,0,0,0,1
"xxxxcase",0,1,0,0,0,0,0,0,0
"xxxxcash",1,1,0,0,0,0,0,0,0
"xxxxcc",0,0,0,1,0,0,0,0,0
"xxxxccount",0,0,2,0,0,0,0,0,0
"xxxxcdispute",0,0,1,0,0,0,0,0,0
"xxxxcdt",0,0,0,1,0,0,0,0,0
"xxxxce",0,0,1,0,0,0,0,0,0
"xxxxcent",1,0,0,0,0,0,0,0,0
"xxxxcents",1,0,1,0,0,0,0,0,0
"xxxxceo",0,0,0,0,0,1,0,0,0
"xxxxch",0,0,0,1,0,0,0,0,0
"xxxxchapter",0,0,2,0,0,0,0,0,0
"xxxxchapterxxxx",0,0,1,0,0,0,0,0,0
"xxxxcharge",0,1,0,0,0,0,0,0,0
"xxxxcharged",0,1,0,0,0,0,0,0,0
"xxxxcharges",2,0,0,0,0,0,0,0,0
"xxxxchase",1,12,0,0,0,1,0,0,0
"xxxxcheck",1,0,0,0,0,1,0,0,0
"xxxxchidren",0,1,0,0,0,0,0,0,0
"xxxxchoice",0,0,1,0,0,0,0,0,0
"xxxxcitibank",0,0,2,3,0,0,0,0,0
"xxxxciticorp",0,0,0,1,0,0,0,0,0
"xxxxcity",0,0,0,0,0,0,0,1,0
"xxxxclaim",1,0,0,0,0,0,0,0,0
"xxxxclearly",0,0,1,0,0,0,0,0,0
"xxxxclock",1,0,0,0,0,0,0,0,0
"xxxxclosed",0,0,11,2,0,0,0,0,0
"xxxxclosure",0,0,1,0,0,0,0,0,0
"xxxxcmi",0,0,1,0,0,0,0,0,0
"xxxxco",0,0,1,0,0,0,0,0,0
"xxxxcollected",0,0,0,0,0,1,0,0,0
"xxxxcollection",0,0,3,1,0,0,0,0,0
"xxxxcollections",0,0,0,1,0,0,0,0,0
"xxxxcollectionservices",0,0,0,1,0,0,0,0,0
"xxxxcomenity",0,1,3,4,0,0,0,0,0
"xxxxcompany",0,0,10,0,0,0,0,0,0
"xxxxcomplaint",0,0,0,1,0,2,0,0,0
"xxxxcomplaints",0,1,0,0,0,0,0,0,0
"xxxxcomplete",0,0,1,0,0,0,0,0,0
"xxxxconfirming",0,1,1,0,0,0,0,0,0
"xxxxconsumer",0,0,2,0,0,0,0,0,0
"xxxxcontact",0,0,1,0,0,0,0,0,0
"xxxxcontacted",0,0,0,0,0,2,0,0,0
"xxxxcontactxxxx",0,0,2,0,0,0,0,0,0
"xxxxcontiues",0,0,0,1,0,0,0,0,0
"xxxxcontract",0,0,0,1,0,0,0,0,0
"xxxxconvergent",0,0,0,1,0,0,0,0,0
"xxxxcorelogic",0,0,0,1,0,0,0,0,0
"xxxxcorporation",0,0,0,1,0,0,0,0,0
"xxxxcould",0,0,0,0,0,1,0,0,0
"xxxxcount",0,0,1,0,0,0,0,0,0
"xxxxcountry",0,0,0,0,0,1,0,0,0
"xxxxcounty",0,0,0,0,0,1,0,0,0
"xxxxcourt",0,0,0,2,0,0,0,0,0
"xxxxcpt",0,1,0,0,0,0,0,0,0
"xxxxcredit",0,5,12,1,0,0,0,0,0
"xxxxcreditor",0,0,3,0,0,0,0,0,0
"xxxxcst",0,0,0,4,0,0,0,0,0
"xxxxct",0,1,0,0,0,0,0,0,0
"xxxxcurrent",0,0,5,1,0,1,0,0,0
"xxxxcustomer",1,1,1,0,0,2,0,0,0
"xxxxd",0,1,3,1,0,0,0,0,1
"xxxxdate",0,0,45,6,0,3,0,0,0
"xxxxday",0,0,0,0,0,0,0,1,4
"xxxxdays",0,1,2,1,0,0,0,0,0
"xxxxdealing",0,0,0,0,0,0,0,1,0
"xxxxdear",0,1,0,0,0,0,0,0,0
"xxxxdebitcardpurchase",6,0,0,0,0,0,0,0,0
"xxxxdebitpos",1,0,0,0,0,0,0,0,0
"xxxxdebt",0,0,15,0,0,0,0,0,0
"xxxxdecided",1,0,0,0,0,0,0,0,0
"xxxxdentity",0,0,1,0,0,0,0,0,0
"xxxxdeposit",2,0,0,0,0,0,0,0,0
"xxxxdept",0,0,3,0,0,0,0,0,0
"xxxxdeptedxxxx",0,0,1,0,0,0,0,0,0
"xxxxdetails",0,0,22,0,0,0,0,0,0
"xxxxdetective",0,1,0,0,0,0,0,0,0
"xxxxdetermined",0,0,0,0,1,0,0,0,0
"xxxxdid",2,1,1,1,0,2,0,0,0
"xxxxdirector",1,0,0,0,0,0,0,0,0
"xxxxdischarged",0,0,25,0,0,0,0,0,0
"xxxxdisclose",0,0,6,0,0,0,0,0,0
"xxxxdiscovering",1,0,0,0,0,0,0,0,0
"xxxxdismiissed",0,0,2,0,0,0,0,0,0
"xxxxdismissed",0,0,27,0,0,0,0,0,0
"xxxxdisput",0,0,3,0,0,0,0,0,0
"xxxxdispute",0,0,1299,0,0,0,0,0,0
"xxxxdisputexxxx",0,0,1,0,0,0,0,0,0
"xxxxdo",0,0,1,0,0,0,0,0,0
"xxxxdoc",0,0,0,1,0,0,0,0,0
"xxxxdocket",0,0,3,0,0,0,0,0,0
"xxxxdocument",0,0,0,0,0,1,0,0,0
"xxxxdoes",0,0,3,0,0,0,0,0,0
"xxxxdoesnt",0,0,3,0,0,0,0,0,0
"xxxxdofed",0,0,6,0,0,0,0,0,0
"xxxxdollar",0,1,0,0,2,0,0,0,0
"xxxxdollars",1,3,1,6,1,0,1,0,0
"xxxxdovenmuehle",0,0,0,0,0,1,0,0,0
"xxxxdownpayment",0,0,0,0,0,1,0,0,0
"xxxxdp",0,0,1,0,0,0,0,0,0
"xxxxdpt",0,0,2,0,0,0,0,0,0
"xxxxdptedxxxx",0,0,1,0,0,0,0,0,0
"xxxxdrivers",0,1,0,0,0,0,0,0,0
"xxxxdsnb",0,0,1,0,0,0,0,0,0
"xxxxdue",1,2,1,1,0,2,0,0,1
"xxxxduring",0,0,0,0,0,1,0,0,0
"xxxxe",1,2,18,3,0,6,0,1,0
"xxxxea",0,0,0,0,0,1,0,0,0
"xxxxeach",0,0,1,0,0,0,0,0,0
"xxxxeaches",0,0,0,1,0,0,0,0,0
"xxxxealthcare",0,0,0,0,0,1,0,0,0
"xxxxearly",0,0,1,0,0,0,0,0,0
"xxxxearnings",0,0,0,1,0,0,0,0,0
"xxxxears",0,0,1,0,0,0,0,0,0
"xxxxease",0,0,0,1,0,0,0,0,0
"xxxxection",0,0,2,0,0,0,0,0,0
"xxxxed",0,0,2,0,0,0,0,0,0
"xxxxederal",0,0,0,1,0,0,0,0,0
"xxxxedit",0,1,2,0,0,0,0,0,0
"xxxxedition",0,0,0,0,0,1,0,0,0
"xxxxedt",0,0,0,0,0,2,0,0,0
"xxxxeducation",0,0,1,0,0,0,0,0,0
"xxxxedxxxx",0,0,3,0,0,0,0,0,0
"xxxxeed",0,0,1,0,0,0,0,0,0
"xxxxeel",0,0,1,0,0,0,0,0,0
"xxxxeference",0,0,0,1,0,0,0,0,0
"xxxxegulatory",1,0,0,0,0,0,0,0,0
"xxxxelan",0,1,0,0,0,0,0,0,0
"xxxxelephone",0,0,0,1,0,0,0,0,0
"xxxxeliminated",0,0,0,0,0,1,0,0,0
"xxxxemail",0,0,0,1,0,0,0,0,0
"xxxxemailed",0,0,0,1,0,0,0,0,0
"xxxxemerald",0,1,0,0,0,0,0,0,0
"xxxxemoved",0,0,1,0,0,0,0,0,0
"xxxxemployee",0,1,0,0,0,0,0,0,0
"xxxxemployment",0,0,1,0,0,0,0,0,0
"xxxxenclosed",0,0,16,0,0,0,0,0,0
"xxxxending",0,0,2,0,0,0,0,0,0
"xxxxendwave",0,0,0,0,1,0,0,0,0
"xxxxenhanced",0,0,0,1,0,0,0,0,0
"xxxxeopold",0,0,0,0,0,1,0,0,0
"xxxxeporting",0,0,1,0,0,0,0,0,0
"xxxxeports",0,1,0,0,0,0,0,0,0
"xxxxepresenting",0,0,1,0,0,0,0,0,0
"xxxxequifax",0,0,4,0,0,0,0,0,0
"xxxxequires",0,0,2,0,0,0,0,0,0
"xxxxerc",0,0,0,1,0,0,0,0,0
"xxxxermanet",0,1,0,0,0,0,0,0,0
"xxxxervices",0,0,0,0,0,1,0,0,0
"xxxxescalated",1,0,0,0,0,0,0,0,0
"xxxxescalation",0,0,0,0,0,1,0,0,0
"xxxxescrow",0,0,0,0,0,2,0,0,0
"xxxxescrowanalysisstatement",0,0,0,0,0,1,0,0,0
"xxxxesponsible",0,0,1,0,0,0,0,0,0
"xxxxest",0,2,1,0,0,0,0,0,0
"xxxxet",0,0,0,0,0,1,0,0,0
"xxxxetroactive",0,0,1,0,0,0,0,0,0
"xxxxeur",0,0,0,0,1,0,0,0,0
"xxxxeven",0,0,1,0,0,0,0,0,1
"xxxxewater",0,1,0,0,0,0,0,0,0
"xxxxexperian",0,0,7,0,0,0,0,0,0
"xxxxf",1,0,8,1,1,1,0,0,0
"xxxxfalls",0,0,0,0,0,0,0,0,1
"xxxxfax",0,0,0,1,0,1,0,0,0
"xxxxfci",0,0,0,0,0,1,0,0,0
"xxxxfee",1,0,0,0,0,0,0,0,0
"xxxxfell",0,0,0,1,0,0,0,0,0
"xxxxffice",0,0,1,0,0,0,0,0,0
"xxxxfile",0,0,1,0,0,0,0,0,0
"xxxxfiled",0,0,4,0,0,0,0,0,0
"xxxxfinal",0,0,0,0,0,1,0,0,0
"xxxxfinance",0,0,4,0,0,0,0,0,0
"xxxxfirm",0,0,0,1,0,0,0,0,0
"xxxxfirstnationalcollectionbureau",0,0,0,1,0,0,0,0,0
"xxxxflagstar",0,0,0,0,0,1,0,0,0
"xxxxflightdoesn",0,1,0,0,0,0,0,0,0
"xxxxfor",2,4,7,5,0,7,0,1,0
"xxxxforbearance",0,0,0,0,0,0,0,1,0
"xxxxforevety",0,1,0,0,0,0,0,0,0
"xxxxforfailuretoappear",0,0,0,1,0,0,0,0,0
"xxxxforward",0,0,1,0,0,0,0,0,0
"xxxxfour",0,0,1,0,0,0,0,0,0
"xxxxfraud",1,0,2,0,0,0,0,0,0
"xxxxfraudulent",0,0,1,0,0,0,0,0,0
"xxxxfreedom",0,0,0,0,0,1,0,0,0
"xxxxfrmanding",0,0,0,1,0,0,0,0,0
"xxxxfrom",0,2,1,3,0,1,0,1,0
"xxxxft",0,0,0,0,0,0,1,0,0
"xxxxfurniture",0,0,1,0,0,0,0,0,0
"xxxxg",0,0,2,0,0,0,0,0,0
"xxxxgeneral",0,0,3,0,0,0,0,0,0
"xxxxgh",0,0,1,0,0,0,0,0,0
"xxxxgive",0,1,0,0,0,0,0,0,0
"xxxxgoldman",0,1,0,0,0,0,0,0,0
"xxxxgot",1,0,1,0,0,0,0,0,0
"xxxxgoverned",0,1,0,0,0,0,0,0,0
"xxxxh",0,0,1,0,0,1,0,0,0
"xxxxhad",0,1,2,1,0,0,0,0,0
"xxxxharles",0,0,0,0,0,0,1,0,0
"xxxxhas",0,0,3,2,0,0,0,0,0
"xxxxhase",3,0,0,0,0,0,0,0,0
"xxxxhat",0,0,2,0,0,0,0,0,0
"xxxxhave",1,0,1,0,0,0,0,0,0
"xxxxhaving",0,0,0,1,0,0,0,0,0
"xxxxhe",1,0,1,3,0,2,0,0,0
"xxxxhecksmart",0,0,0,1,0,0,0,0,0
"xxxxhello",1,0,0,0,0,0,0,0,0
"xxxxhelloi",0,0,0,1,0,0,0,0,0
"xxxxhen",0,0,1,0,0,0,0,0,0
"xxxxher",1,0,0,0,0,0,0,0,0
"xxxxhird",0,1,0,0,0,0,0,0,0
"xxxxhis",0,0,0,0,0,1,0,0,0
"xxxxhistory",0,0,0,0,0,0,0,1,0
"xxxxhow",0,0,3,0,0,0,0,0,0
"xxxxhowever",0,1,3,0,0,0,0,0,0
"xxxxhr",1,0,0,0,0,1,0,0,1
"xxxxhree",1,0,0,1,0,1,0,0,0
"xxxxhtm",1,0,0,0,0,0,0,0,0
"xxxxhudson",0,0,0,0,0,1,0,0,0
"xxxxi",16,20,86,28,6,24,3,6,5
"xxxxialso",0,0,2,0,0,0,0,0,0
"xxxxiam",0,0,1,0,0,0,0,0,0
"xxxxice",0,0,0,1,0,0,0,0,0
"xxxxien",0,0,0,0,0,0,0,0,1
"xxxxif",3,0,2,0,0,1,0,0,0
"xxxxil",0,0,0,0,0,0,1,0,0
"xxxxin",3,4,2,3,1,3,0,1,0
"xxxxinaccurate",0,0,69,0,0,0,0,0,0
"xxxxinaccuratexxxx",0,0,1,0,0,0,0,0,0
"xxxxinancial",0,0,0,1,0,0,0,0,0
"xxxxinboxx",0,0,0,0,0,1,0,0,0
"xxxxincorrectly",0,0,0,0,0,0,0,1,0
"xxxxindicated",1,0,0,0,0,1,0,0,0
"xxxxinforming",0,0,1,0,0,0,0,0,0
"xxxxinquired",0,0,1,0,0,0,0,0,0
"xxxxinquiries",0,0,1,0,0,0,0,0,0
"xxxxinquiry",0,0,26,0,0,0,0,0,0
"xxxxinquirytype",0,0,22,0,0,0,0,0,0
"xxxxinstalled",1,0,0,0,0,0,0,0,0
"xxxxinstallment",0,0,2,0,0,0,0,0,0
"xxxxinstitution",0,0,0,0,0,1,0,0,0
"xxxxinsurance",0,0,0,0,0,0,0,0,1
"xxxxinsured",0,0,0,1,0,0,0,0,0
"xxxxinterest",0,0,0,1,0,0,0,0,0
"xxxxintro",1,0,0,0,0,0,0,0,0
